timestamp,order_id,event,side,quantity,price,status,filled_qty,filled_price
2025-11-18 09:50:00,1,submitted,buy,10,174.91316486289006,new,0,0.0
2025-11-18 09:50:00,1,validated,buy,10,174.91316486289006,accepted,0,0.0
2025-11-18 09:50:00,1,filled,buy,10,174.91316486289006,filled,10,174.90974719264517
2025-11-18 09:53:00,2,submitted,sell,20,174.843075346095,new,0,0.0
2025-11-18 09:53:00,2,validated,sell,20,174.843075346095,accepted,0,0.0
2025-11-18 09:53:00,2,filled,sell,20,174.843075346095,filled,20,174.84610337232115
2025-11-18 10:56:00,3,submitted,buy,20,174.59262592900214,new,0,0.0
2025-11-18 10:56:00,3,validated,buy,20,174.59262592900214,accepted,0,0.0
2025-11-18 10:56:00,3,cancelled,buy,20,174.59262592900214,cancelled,0,0.0
2025-11-18 11:40:00,4,submitted,buy,20,174.5419438027923,new,0,0.0
2025-11-18 11:40:00,4,validated,buy,20,174.5419438027923,accepted,0,0.0
2025-11-18 11:40:00,4,cancelled,buy,20,174.5419438027923,cancelled,0,0.0
2025-11-18 12:19:00,5,submitted,buy,20,174.66491108933334,new,0,0.0
2025-11-18 12:19:00,5,validated,buy,20,174.66491108933334,accepted,0,0.0
2025-11-18 12:19:00,5,filled,buy,20,174.66491108933334,filled,20,174.65777620935773
2025-11-18 13:56:00,6,submitted,sell,20,174.8609263966962,new,0,0.0
2025-11-18 13:56:00,6,validated,sell,20,174.8609263966962,accepted,0,0.0
2025-11-18 13:56:00,6,cancelled,sell,20,174.8609263966962,cancelled,0,0.0
2025-11-18 15:27:00,7,submitted,sell,20,175.04873459613862,new,0,0.0
2025-11-18 15:27:00,7,validated,sell,20,175.04873459613862,accepted,0,0.0
2025-11-18 15:27:00,7,cancelled,sell,20,175.04873459613862,cancelled,0,0.0
2025-11-19 10:35:00,8,submitted,sell,20,175.2513981701932,new,0,0.0
2025-11-19 10:35:00,8,validated,sell,20,175.2513981701932,accepted,0,0.0
2025-11-19 10:35:00,8,filled,sell,20,175.2513981701932,filled,20,175.24993863914088
2025-11-19 11:27:00,9,submitted,buy,20,175.1252059577961,new,0,0.0
2025-11-19 11:27:00,9,validated,buy,20,175.1252059577961,accepted,0,0.0
2025-11-19 11:27:00,9,partial,buy,20,175.1252059577961,partial,14,175.13114223464478
2025-11-19 11:32:00,10,submitted,sell,14,175.08968698562984,new,0,0.0
2025-11-19 11:32:00,10,validated,sell,14,175.08968698562984,accepted,0,0.0
2025-11-19 11:32:00,10,filled,sell,14,175.08968698562984,filled,14,175.09626636908
2025-11-19 12:54:00,11,submitted,buy,20,174.7217093018909,new,0,0.0
2025-11-19 12:54:00,11,validated,buy,20,174.7217093018909,accepted,0,0.0
2025-11-19 12:54:00,11,partial,buy,20,174.7217093018909,partial,16,174.72795482402182
2025-11-19 13:53:00,12,submitted,sell,16,174.78275226638956,new,0,0.0
2025-11-19 13:53:00,12,validated,sell,16,174.78275226638956,accepted,0,0.0
2025-11-19 13:53:00,12,filled,sell,16,174.78275226638956,filled,16,174.7828487826624
2025-11-19 15:55:00,13,submitted,buy,20,174.67996170003474,new,0,0.0
2025-11-19 15:55:00,13,validated,buy,20,174.67996170003474,accepted,0,0.0
2025-11-19 15:55:00,13,cancelled,buy,20,174.67996170003474,cancelled,0,0.0
2025-11-20 12:36:00,14,submitted,buy,20,176.14626427176265,new,0,0.0
2025-11-20 12:36:00,14,validated,buy,20,176.14626427176265,accepted,0,0.0
2025-11-20 12:36:00,14,filled,buy,20,176.14626427176265,filled,20,176.14812679118995
2025-11-20 13:00:00,15,submitted,sell,20,175.93942411313776,new,0,0.0
2025-11-20 13:00:00,15,validated,sell,20,175.93942411313776,accepted,0,0.0
2025-11-20 13:00:00,15,filled,sell,20,175.93942411313776,filled,20,175.9403878581922
2025-11-20 13:24:00,16,submitted,buy,20,176.28259692994106,new,0,0.0
2025-11-20 13:24:00,16,validated,buy,20,176.28259692994106,accepted,0,0.0
2025-11-20 13:24:00,16,partial,buy,20,176.28259692994106,partial,17,176.27704823344806
2025-11-20 14:29:00,17,submitted,sell,17,176.42362596882674,new,0,0.0
2025-11-20 14:29:00,17,validated,sell,17,176.42362596882674,accepted,0,0.0
2025-11-20 14:29:00,17,cancelled,sell,17,176.42362596882674,cancelled,0,0.0
2025-11-20 14:45:00,18,submitted,buy,3,176.6026351667505,new,0,0.0
2025-11-20 14:45:00,18,validated,buy,3,176.6026351667505,accepted,0,0.0
2025-11-20 14:45:00,18,filled,buy,3,176.6026351667505,filled,3,176.59482023943224
2025-11-21 09:54:00,19,submitted,sell,20,176.93790030188134,new,0,0.0
2025-11-21 09:54:00,19,validated,sell,20,176.93790030188134,accepted,0,0.0
2025-11-21 09:54:00,19,cancelled,sell,20,176.93790030188134,cancelled,0,0.0
2025-11-21 11:12:00,20,submitted,sell,20,177.1007699328263,new,0,0.0
2025-11-21 11:12:00,20,validated,sell,20,177.1007699328263,accepted,0,0.0
2025-11-21 11:12:00,20,filled,sell,20,177.1007699328263,filled,20,177.10464941862455
2025-11-21 11:23:00,21,submitted,buy,20,177.33767347115958,new,0,0.0
2025-11-21 11:23:00,21,validated,buy,20,177.33767347115958,accepted,0,0.0
2025-11-21 11:23:00,21,cancelled,buy,20,177.33767347115958,cancelled,0,0.0
2025-11-21 12:23:00,22,submitted,buy,20,177.3372534830139,new,0,0.0
2025-11-21 12:23:00,22,validated,buy,20,177.3372534830139,accepted,0,0.0
2025-11-21 12:23:00,22,filled,buy,20,177.3372534830139,filled,20,177.331074124444
2025-11-21 12:31:00,23,submitted,sell,20,177.03584707933976,new,0,0.0
2025-11-21 12:31:00,23,validated,sell,20,177.03584707933976,accepted,0,0.0
2025-11-21 12:31:00,23,filled,sell,20,177.03584707933976,filled,20,177.03284186988748
2025-11-21 13:16:00,24,submitted,buy,20,177.12006984257022,new,0,0.0
2025-11-21 13:16:00,24,validated,buy,20,177.12006984257022,accepted,0,0.0
2025-11-21 13:16:00,24,filled,buy,20,177.12006984257022,filled,20,177.11468601129906
2025-11-21 15:51:00,25,submitted,sell,20,178.30117898131283,new,0,0.0
2025-11-21 15:51:00,25,validated,sell,20,178.30117898131283,accepted,0,0.0
2025-11-21 15:51:00,25,filled,sell,20,178.30117898131283,filled,20,178.3047487125091
2025-11-24 10:40:00,26,submitted,buy,20,178.13542549535475,new,0,0.0
2025-11-24 10:40:00,26,validated,buy,20,178.13542549535475,accepted,0,0.0
2025-11-24 10:40:00,26,partial,buy,20,178.13542549535475,partial,5,178.13448333625266
2025-11-24 13:23:00,27,submitted,sell,5,178.89649992552074,new,0,0.0
2025-11-24 13:23:00,27,validated,sell,5,178.89649992552074,accepted,0,0.0
2025-11-24 13:23:00,27,filled,sell,5,178.89649992552074,filled,5,178.88761786589683
2025-11-24 14:37:00,28,submitted,buy,20,178.7219822725972,new,0,0.0
2025-11-24 14:37:00,28,validated,buy,20,178.7219822725972,accepted,0,0.0
2025-11-24 14:37:00,28,cancelled,buy,20,178.7219822725972,cancelled,0,0.0
2025-11-24 15:59:00,29,submitted,buy,20,178.7301986536366,new,0,0.0
2025-11-24 15:59:00,29,validated,buy,20,178.7301986536366,accepted,0,0.0
2025-11-24 15:59:00,29,cancelled,buy,20,178.7301986536366,cancelled,0,0.0
